blueWins,blueFirstBlood,blueActiveWards,blueKills,blueAssists,blueDragons,blueHeralds,blueTowersDestroyed,blueAvgLevel,blueTotalExperience,blueTotalMinionsKilled,blueTotalJungleMinionsKilled,blueCSPerMin,blueGoldPerMin,redActiveWards,redKills,redAssists,redDragons,redHeralds,redTowersDestroyed,redAvgLevel,redTotalExperience,redTotalMinionsKilled,redTotalJungleMinionsKilled,redCSPerMin,redGoldPerMin
0,0,11,1,1,0,0,0,6.8,16472,211,44,21.1,1342.7,14,6,5,1,0,0,7,18317,217,64,21.7,1660.2
1,1,35,8,6,1,1,0,7.4,19823,253,56,25.3,1784.8,8,3,3,0,0,0,7,17590,227,52,22.7,1539.8
1,1,14,12,16,1,1,0,7.2,18556,202,37,20.2,1802.1,13,6,10,0,0,0,6.4,16790,200,43,20,1664.8
1,1,13,4,5,1,1,0,7,18289,257,48,25.7,1637,7,4,6,0,0,0,6.8,16232,191,52,19.1,1486.6
1,1,13,8,11,1,0,0,6.8,16748,200,44,20,1609.1,35,6,11,0,0,0,7,17240,185,44,18.5,1685.6
0,0,13,5,5,0,0,0,6.4,15915,176,56,17.6,1512.9,13,10,12,0,0,0,7,19111,203,60,20.3,1805
1,1,12,7,9,0,0,0,6.8,17790,228,54,22.8,1681.7,12,3,6,1,0,0,6.8,16960,202,53,20.2,1453.4
1,1,15,8,7,0,1,1,6.8,17893,248,32,24.8,1820.3,11,6,6,1,0,0,6.8,17501,193,52,19.3,1590.6
1,0,11,10,10,0,0,0,6.8,17870,212,48,21.2,1770.6,9,9,6,0,0,0,7,17726,204,38,20.4,1712.8
1,0,10,10,6,1,0,0,7,18055,192,43,19.2,1666.8,20,4,3,0,0,0,6.4,15408,203,40,20.3,1487.4
0,1,14,5,10,0,0,0,6.6,16175,229,39,22.9,1586.2,16,6,6,0,1,0,6.8,17763,195,59,19.5,1683.3
1,1,11,9,10,0,0,0,6.8,17898,209,52,20.9,1747.9,14,7,8,1,0,0,6.8,18320,207,56,20.7,1621
0,1,20,9,6,0,1,0,7,18450,218,44,21.8,1678.2,15,5,3,1,0,0,7,18572,234,56,23.4,1681.6
0,0,29,8,7,1,0,0,7.2,18724,213,52,21.3,1794.2,10,8,12,0,0,0,7,17806,189,44,18.9,1677.1
0,0,9,10,8,0,0,0,7,18495,202,38,20.2,1741.8,13,15,10,1,0,0,7.2,19750,171,46,17.1,1971.6
0,1,15,8,7,0,0,0,6.6,16639,185,36,18.5,1618,13,10,17,0,0,0,7.4,19595,236,61,23.6,1898.7
1,1,17,2,2,0,0,0,6.4,15978,229,32,22.9,1412.4,13,4,7,0,0,0,6.6,16616,215,42,21.5,1527.9
0,0,9,8,10,0,0,0,7,17864,241,42,24.1,1845.2,11,11,10,1,1,0,7,18498,180,60,18,1852.1
0,1,14,6,8,1,0,0,7.2,18300,227,56,22.7,1714.2,14,4,7,0,1,0,7.4,20139,222,79,22.2,1656.6
0,1,16,7,9,0,1,0,6.8,17196,181,55,18.1,1614.3,13,10,16,1,0,0,6.8,17664,200,56,20,1783.7
0,0,11,4,4,0,0,0,7,17805,201,71,20.1,1594.4,9,9,13,1,0,0,7.2,19392,251,53,25.1,1854.4
0,0,7,1,0,0,1,0,6.8,17446,213,48,21.3,1405.9,14,6,10,1,0,0,6.8,17534,204,43,20.4,1621.9
1,1,21,11,14,1,0,1,7,17819,214,52,21.4,1946.5,9,7,8,0,0,0,6.4,15682,182,29,18.2,1545.2
0,1,12,8,14,1,0,0,7,18082,227,43,22.7,1715.1,14,6,5,0,0,0,7,18036,204,52,20.4,1581.3
1,0,18,14,16,0,1,0,7.2,19290,227,34,22.7,1948.3,14,3,1,0,0,0,6.4,15525,203,52,20.3,1446.4
0,0,11,8,9,0,0,0,6.4,16324,190,36,19,1571.6,16,6,8,1,0,0,6.2,15562,183,40,18.3,1545.8
0,0,14,3,3,0,0,0,6.8,17386,216,60,21.6,1501.5,72,8,8,0,1,0,7.2,19687,230,52,23,1734.2
0,0,13,9,7,0,0,0,7,19212,211,45,21.1,1684.7,12,4,4,0,0,0,6.2,15628,194,50,19.4,1500.4
0,1,14,3,3,0,0,0,6.6,16847,205,50,20.5,1490.7,12,3,5,1,0,0,7.2,18999,238,71,23.8,1592.8
0,1,17,5,6,0,0,0,6.8,17401,200,55,20,1576.8,17,6,5,1,0,0,7.4,19122,225,58,22.5,1621.8
0,1,156,10,10,1,0,0,6.8,17229,163,47,16.3,1672.2,12,10,8,0,1,0,7,18401,207,44,20.7,1751.2
0,0,8,3,2,0,1,0,7,17822,227,56,22.7,1538.5,12,5,3,1,0,0,7.4,18924,224,63,22.4,1637.4
0,1,116,6,8,0,0,0,6.6,17077,200,45,20,1610.2,16,8,9,0,0,0,6.8,17845,227,40,22.7,1751.4
1,0,13,7,6,0,0,0,7.2,19637,209,64,20.9,1697.7,10,2,3,1,0,0,6.4,15863,235,56,23.5,1505.1
0,1,10,8,12,0,0,0,6.8,17402,188,52,18.8,1603.3,14,8,6,0,1,1,7.2,18015,221,54,22.1,1905.5
1,0,39,4,2,1,0,0,7,18442,205,47,20.5,1527.2,143,6,5,0,0,0,6.8,17869,207,50,20.7,1598.8
0,0,7,10,13,0,0,0,7,19305,220,48,22,1895.9,9,4,5,1,0,0,6.6,17309,206,69,20.6,1543.7
0,1,12,5,9,0,0,0,6.8,17562,222,44,22.2,1563.3,14,4,4,0,0,0,7,18105,210,56,21,1548.5
0,0,9,1,2,0,0,0,7,17638,222,60,22.2,1449,12,7,10,1,0,0,7.4,19655,235,56,23.5,1747.7
1,1,15,6,9,0,0,0,7.2,19411,263,69,26.3,1781.2,14,5,9,1,0,0,6.6,16461,191,46,19.1,1550.9
0,0,12,3,3,0,0,0,6.8,18354,239,72,23.9,1560.3,18,3,2,0,0,0,7,18693,232,52,23.2,1531.5
1,1,11,4,8,1,0,0,7.2,18290,239,60,23.9,1666.7,10,4,3,0,1,0,6.8,17917,209,44,20.9,1497.5
0,0,34,5,8,0,0,0,7,18425,224,45,22.4,1617.7,14,11,12,1,0,0,7.4,19135,183,58,18.3,1772.3
0,0,57,8,8,0,0,0,6.8,17484,209,39,20.9,1678,15,10,12,1,0,0,6.8,17436,225,36,22.5,1800.6
0,1,11,7,9,0,0,0,6.2,14724,194,36,19.4,1593.8,38,12,13,1,0,0,7.2,18390,187,44,18.7,1792.3
1,1,13,7,9,0,0,0,6.6,16080,199,41,19.9,1615.4,16,10,10,0,0,0,6.8,17816,229,46,22.9,1815.9
0,0,11,4,2,1,1,0,7,18139,201,58,20.1,1497.5,37,6,8,0,0,0,7.2,18285,220,63,22,1650.5
0,1,15,3,2,0,1,0,6.6,16048,215,39,21.5,1468.3,12,12,11,0,0,0,7.4,19954,209,67,20.9,1928.3
1,0,13,6,6,1,0,0,6.8,18034,216,43,21.6,1583.6,9,4,1,0,0,0,6.8,18157,254,38,25.4,1576.1
1,1,87,8,7,0,0,0,6.8,16852,207,37,20.7,1646.3,12,5,3,1,1,0,7,18294,228,55,22.8,1664.8
1,1,19,4,4,1,0,0,6.8,17100,213,51,21.3,1571.2,16,7,11,0,0,0,6.8,17085,166,53,16.6,1613
1,1,13,9,9,0,1,0,7.4,19246,232,45,23.2,1766.5,80,2,1,1,0,0,7,17048,199,46,19.9,1402.3
1,1,13,13,21,1,0,0,7.2,18528,204,44,20.4,1968,15,5,5,0,0,0,6.4,15600,175,38,17.5,1428.3
1,1,13,5,3,0,0,0,7.4,18900,255,62,25.5,1640,37,3,1,1,0,0,7,17461,202,54,20.2,1415.3
1,0,12,3,3,1,0,0,6.2,15944,193,48,19.3,1465.9,12,7,6,0,0,0,6.8,17994,213,48,21.3,1560.3
0,0,12,9,14,0,0,0,7,18884,232,47,23.2,1874.2,12,10,16,0,0,0,7,18785,236,49,23.6,1869.6
1,0,11,6,5,0,0,0,7,19339,245,49,24.5,1663.7,23,4,5,1,0,0,6.6,17034,216,48,21.6,1510.7
1,1,14,9,5,1,0,0,7.2,19818,272,52,27.2,1807.9,15,2,1,0,0,0,6.8,17439,230,41,23,1422.5
1,1,14,5,6,0,1,0,6.8,18597,217,61,21.7,1640.7,16,7,7,1,0,0,7,18470,223,48,22.3,1685.7
0,0,46,6,9,0,0,0,6.8,17448,215,44,21.5,1614.5,15,8,12,0,0,0,7,18132,223,54,22.3,1810.7
1,1,67,11,14,0,1,1,6.8,18126,193,44,19.3,1955.7,82,5,4,1,0,0,6.8,16708,206,36,20.6,1531.9
1,0,39,6,5,0,0,0,7.2,18530,232,59,23.2,1649.5,33,3,2,0,0,0,6.6,17608,238,48,23.8,1545.8
0,0,14,11,10,1,0,0,6.6,17096,203,39,20.3,1748,16,9,10,0,0,0,6.6,18019,217,60,21.7,1784.6
1,0,11,2,4,0,0,0,6.8,16329,225,52,22.5,1507.4,11,9,10,1,0,0,7,18059,215,52,21.5,1674.7
0,1,34,4,2,0,0,0,6.2,15662,170,48,17,1496.3,19,14,20,1,1,1,7,18722,203,41,20.3,2101
1,1,9,6,7,1,0,0,7,17515,217,51,21.7,1605.8,56,8,6,0,1,0,7.2,18897,214,56,21.4,1673.5
0,1,10,2,1,0,0,0,7,17975,214,59,21.4,1482.4,12,6,6,0,1,0,7.2,18886,243,60,24.3,1728.9
1,1,36,7,9,1,0,0,7,17964,212,44,21.2,1707.9,15,6,10,0,0,0,6.8,17109,238,44,23.8,1744.4
1,1,18,14,11,1,0,0,7.4,19996,225,72,22.5,2035.1,19,4,3,0,0,0,6.6,16573,197,43,19.7,1529.4
1,1,15,12,11,0,1,0,7.2,18910,222,44,22.2,1873.2,13,5,8,0,0,0,7,17888,213,59,21.3,1644
1,1,9,10,12,1,0,0,7.2,19432,240,54,24,1901.7,12,4,4,0,0,0,6.4,15306,193,34,19.3,1390
1,1,17,6,7,0,0,0,7,17751,224,46,22.4,1707.8,82,6,6,1,0,0,7,18774,240,45,24,1738.2
0,0,6,2,2,0,0,0,7,18539,245,55,24.5,1535.1,33,3,1,1,1,0,7.2,19367,235,56,23.5,1496.1
0,0,14,3,2,0,1,0,7,18531,243,52,24.3,1588.5,14,3,6,0,0,0,7.2,19414,232,76,23.2,1614.2
1,1,15,10,11,0,0,0,7.4,19227,252,52,25.2,1885.1,12,4,4,0,0,0,7,17431,203,45,20.3,1511.4
1,1,15,4,5,0,0,0,7,17611,227,44,22.7,1642.5,15,3,4,1,0,0,6.8,17073,208,46,20.8,1425.8
0,0,53,5,4,0,0,0,7,17686,199,52,19.9,1564.9,11,10,14,1,0,0,7.2,19709,229,60,22.9,1851.9
1,1,35,4,3,0,0,0,6.6,16241,192,48,19.2,1465.9,12,6,6,0,0,0,7,18705,244,39,24.4,1662.1
0,0,18,5,7,1,0,0,7.2,18335,229,43,22.9,1598.3,14,7,10,0,0,0,7.2,18866,205,48,20.5,1668.7
1,1,36,4,3,0,1,0,6.8,18299,222,47,22.2,1586.8,11,4,4,1,0,0,6.8,17705,213,44,21.3,1492.2
0,0,10,9,8,1,0,0,6.8,16963,208,32,20.8,1673.2,13,8,9,0,0,0,7,18147,186,51,18.6,1722.8
0,1,15,4,5,0,0,0,6,14866,171,30,17.1,1436.6,51,16,18,1,1,0,7.4,20153,217,42,21.7,1976.1
1,0,10,6,5,0,0,0,7.2,18383,207,51,20.7,1603.7,10,6,7,1,0,0,7,18490,229,48,22.9,1597.8
1,0,16,9,9,0,0,0,6.8,17908,218,36,21.8,1764.3,34,6,8,1,1,0,6.6,16866,183,52,18.3,1609.3
0,0,38,1,3,1,0,0,7,17724,198,67,19.8,1426.1,63,6,11,0,0,0,6.8,17639,207,39,20.7,1642.1
0,0,32,4,3,0,0,0,6.8,17619,253,40,25.3,1593.9,73,11,7,0,1,0,7,18801,221,36,22.1,1781.3
0,0,19,3,3,0,0,0,7,18816,238,68,23.8,1548.7,11,6,6,1,1,0,7.2,19633,232,64,23.2,1734.1
0,0,25,8,8,1,0,0,6.2,16246,196,44,19.6,1660.1,75,8,6,0,0,0,6.4,16183,194,46,19.4,1649.8
1,1,13,4,3,0,1,2,6.6,17678,206,48,20.6,1704.8,12,3,4,1,0,0,6.8,16681,214,43,21.4,1447.3
1,0,18,7,12,1,1,0,7,18180,223,57,22.3,1832.8,15,5,5,0,0,0,6.6,15961,195,49,19.5,1528
0,1,16,7,7,0,0,0,6.8,18610,222,48,22.2,1737.5,15,11,10,1,1,0,7.4,19840,236,58,23.6,1942.4
1,0,12,7,9,0,0,0,6.6,16868,215,36,21.5,1655.6,10,4,4,1,0,0,6.4,16018,176,47,17.6,1441.7
1,1,15,15,17,1,0,1,7.8,20941,252,55,25.2,2188.3,10,2,0,0,0,0,6.4,16025,193,44,19.3,1390.3
0,1,11,9,11,0,0,0,7.2,19283,220,55,22,1738.2,38,7,10,0,0,0,7.2,18166,209,36,20.9,1627.9
1,0,20,13,15,1,1,0,7.2,18944,249,48,24.9,2079.5,35,3,1,0,0,0,6.6,16391,179,52,17.9,1424.8
0,0,33,4,3,0,0,0,6.6,17314,234,45,23.4,1546.9,12,9,8,1,1,0,6.8,17868,227,68,22.7,1794.1
1,1,123,9,10,1,0,0,7.2,18755,228,48,22.8,1795.1,14,6,7,0,1,0,6.8,18576,233,44,23.3,1648.7
0,0,15,6,6,0,0,0,6.4,15267,166,28,16.6,1520.5,30,15,15,1,0,0,7.2,18711,220,62,22,1988.8
1,1,14,9,9,1,0,0,7.2,18812,231,52,23.1,1783.5,77,0,0,0,1,0,6.2,15472,207,47,20.7,1355.8
1,1,13,7,8,0,0,0,7.4,19681,224,55,22.4,1732.9,18,4,3,1,0,0,6.8,17890,243,32,24.3,1545.9
1,1,18,3,3,1,1,0,6.8,17212,217,48,21.7,1499.2,14,2,3,0,0,0,7,17214,230,31,23,1449.3
1,1,13,8,7,0,0,0,7,17938,232,44,23.2,1703.3,12,5,8,1,1,0,6.8,17035,228,58,22.8,1620.1
0,0,22,9,4,0,1,0,7.2,19338,236,60,23.6,1753.5,12,5,6,1,0,0,6.8,16482,207,40,20.7,1575.3
0,1,34,9,10,0,0,0,7,18506,201,44,20.1,1764.5,14,11,11,1,0,0,7.4,18814,206,51,20.6,1782.2
0,0,75,7,6,0,0,0,7,17836,219,38,21.9,1652.3,13,15,12,1,0,0,7.6,20589,176,61,17.6,1921.5
0,0,13,4,4,0,0,0,6.4,16426,188,59,18.8,1463,15,7,7,1,0,0,7.4,19418,230,49,23,1660.6
0,0,15,9,9,1,0,0,7,18621,245,42,24.5,1761.7,16,8,11,0,0,0,6.8,18310,236,44,23.6,1825.9
0,1,8,7,10,0,1,1,6.8,16864,209,43,20.9,1814.2,14,11,8,1,0,0,7.2,18275,183,48,18.3,1709.1
1,1,15,4,6,0,0,0,6.6,17607,235,52,23.5,1606.8,14,2,2,0,0,0,7,18141,241,58,24.1,1513.6
0,1,13,5,5,0,1,1,7,17904,229,52,22.9,1804.1,22,6,7,1,0,0,7.4,18851,224,58,22.4,1684.4
1,1,15,11,11,0,1,0,7.2,18536,223,47,22.3,1758.3,12,4,2,0,0,0,6.4,15802,190,44,19,1472.5
1,0,14,4,4,0,1,0,6.8,17303,198,56,19.8,1538.1,13,4,6,0,0,0,6.6,16617,214,38,21.4,1517.9
0,1,9,3,4,1,0,0,7,17996,236,62,23.6,1592.9,13,4,4,0,0,0,7.2,19109,269,57,26.9,1661.7
1,1,16,13,13,1,0,1,7.6,19941,217,56,21.7,2113.2,14,5,6,0,0,0,6.4,15945,179,32,17.9,1484.3
0,0,19,1,1,0,0,0,6.8,16586,223,59,22.3,1402.2,13,8,7,1,1,1,7.2,19740,211,60,21.1,1809.7
0,0,14,8,7,1,0,0,7,18389,250,32,25,1678.6,17,3,3,0,1,1,6.4,15962,201,69,20.1,1613.5
0,0,13,6,8,0,0,0,6.8,18333,254,32,25.4,1717.1,20,11,6,1,1,0,7.6,20250,218,60,21.8,1905.3
1,1,13,6,6,1,0,0,7,18381,216,38,21.6,1600.4,10,6,6,0,0,0,7,19064,240,52,24,1669.9
0,0,13,4,4,0,1,0,7,18432,237,48,23.7,1604.3,10,3,5,1,0,0,6.8,16818,209,48,20.9,1533.2
0,0,8,7,5,1,0,0,6.8,17797,185,44,18.5,1572,82,7,4,0,0,0,7,18028,200,44,20,1604.5
0,1,14,3,2,1,0,0,6.6,16951,213,42,21.3,1445.1,14,4,3,0,0,0,7.2,18533,231,38,23.1,1479.2
1,0,148,5,2,1,1,0,6.6,17239,209,52,20.9,1555.1,13,4,5,0,0,0,6.8,17499,228,51,22.8,1583.5
0,1,14,5,5,0,0,0,6.8,18040,231,48,23.1,1657.4,11,8,10,0,0,0,7,18422,209,50,20.9,1661.1
0,0,10,3,3,0,0,0,6.2,15870,201,28,20.1,1426.4,12,8,6,1,0,0,6.8,17891,204,56,20.4,1649.8
1,1,10,3,6,0,0,0,6.8,17157,217,56,21.7,1522.3,24,4,7,1,0,0,6.8,17395,203,72,20.3,1552.2
0,0,13,2,2,0,0,0,6.6,16510,221,55,22.1,1436.6,17,9,15,1,0,0,7.2,18500,222,44,22.2,1741.2
0,0,14,6,4,0,1,0,7.2,19037,239,51,23.9,1686,12,8,6,0,0,0,7.2,18680,238,49,23.8,1711.9
1,1,10,9,10,0,1,0,7.2,19229,219,48,21.9,1779.1,11,4,8,1,0,0,7,17353,214,62,21.4,1569.6
1,1,12,8,8,0,1,0,7,18920,242,56,24.2,1806.6,14,1,1,1,0,0,6.4,15337,189,52,18.9,1346.9
1,1,14,11,13,0,0,0,7.6,21086,240,49,24,2024.5,33,6,9,0,0,0,7,17594,171,55,17.1,1609.4
1,0,14,5,6,0,0,0,6.4,16314,210,36,21,1541.3,13,5,4,0,0,0,6.6,17079,221,47,22.1,1541.6
1,1,14,5,1,0,0,0,7,17649,203,48,20.3,1551,12,2,2,1,0,0,6.6,16479,244,48,24.4,1429.5
0,0,15,5,8,1,0,0,7,17892,236,33,23.6,1583.8,17,11,7,0,0,0,7.4,20047,235,52,23.5,1811.7
1,1,14,4,2,1,0,0,7.4,19239,236,71,23.6,1602.9,10,3,3,0,1,0,7,17984,208,64,20.8,1525.8
0,0,37,2,2,1,0,0,7.2,17908,230,63,23,1450.6,14,3,5,0,0,0,7,18593,217,57,21.7,1579.4
0,0,14,5,7,0,0,0,6.4,15389,202,44,20.2,1529.3,11,7,2,1,1,2,7.4,19911,250,72,25,1970.1
0,0,21,3,2,0,0,0,6.4,16448,204,53,20.4,1479.6,12,10,10,1,1,0,7.4,19428,223,56,22.3,1818.1
0,0,14,1,1,1,1,0,6.8,16922,229,52,22.9,1414.2,21,4,4,0,0,0,7,18530,234,59,23.4,1583.3
0,1,15,5,2,0,0,0,7,18495,232,51,23.2,1589,13,2,4,1,0,0,6.8,17788,219,60,21.9,1489.5
1,0,10,8,15,1,0,0,6.8,18270,191,60,19.1,1704,13,1,1,0,0,0,6.6,16247,228,40,22.8,1463.8
0,1,17,6,5,1,0,0,7.2,18801,214,52,21.4,1619.6,13,6,8,0,0,0,6.8,17847,217,32,21.7,1622.1
0,1,11,8,5,1,0,0,7,18169,188,47,18.8,1637.3,9,5,4,0,0,0,7,17675,209,40,20.9,1515.2
0,0,14,10,11,0,0,0,6.8,17635,224,43,22.4,1750.5,46,5,2,1,0,0,6.8,18226,197,88,19.7,1566.4
1,1,13,11,8,1,1,0,7.2,19958,230,64,23,1863.5,13,1,0,0,0,0,6.6,16435,208,64,20.8,1426.7
0,0,12,6,5,1,1,0,7.2,19662,232,60,23.2,1680.7,74,3,1,0,0,0,6.8,16817,216,48,21.6,1475.5
0,1,76,8,12,0,1,0,6.4,16280,210,28,21,1684.2,36,11,13,1,0,0,7,18544,192,56,19.2,1856.7
1,0,14,8,8,0,0,0,6.8,17360,203,56,20.3,1696.3,14,6,10,1,0,0,6.6,16358,173,56,17.3,1548.4
0,0,16,7,11,0,0,0,6.8,17801,216,44,21.6,1658.7,16,6,8,0,0,0,6.6,16892,219,34,21.9,1726.1
1,1,11,8,8,1,0,0,7.4,19768,245,60,24.5,1840.4,61,3,6,0,0,0,7.2,17603,188,44,18.8,1441.1
0,0,16,4,5,1,0,0,7,18666,245,60,24.5,1590.1,11,8,7,0,0,0,7.6,20429,250,68,25,1842.3
1,1,14,9,11,0,1,0,7,19239,235,44,23.5,1749.5,37,4,3,1,0,0,6.8,17810,215,52,21.5,1563.7
0,0,17,4,7,1,0,0,6.6,17103,210,44,21,1489.1,12,3,3,0,0,0,7,18997,261,60,26.1,1588.7
1,0,11,6,3,0,0,0,7,18312,229,40,22.9,1607.2,12,6,6,1,0,0,6.8,17996,241,43,24.1,1641.8
0,0,17,5,4,0,0,0,6.6,16868,184,56,18.4,1546,16,7,8,0,0,0,7,18016,250,59,25,1740.6
0,1,53,8,9,0,0,0,7,17428,193,38,19.3,1670.8,14,11,8,0,0,0,7,17840,178,44,17.8,1748.3
1,1,13,12,15,0,1,0,6.6,17102,173,39,17.3,1827.5,15,13,20,1,0,0,7.2,19038,214,49,21.4,2023.8
0,0,8,2,2,0,0,0,6.4,15847,195,44,19.5,1378.5,28,9,6,0,1,2,7.6,20844,249,57,24.9,1998.4
1,0,30,11,11,0,0,0,7.6,20017,198,68,19.8,1859.6,16,13,9,0,0,0,7.2,19076,207,40,20.7,1807.6
1,0,13,5,8,0,0,0,6.8,17988,206,65,20.6,1596.4,15,6,8,1,1,0,6.6,17128,205,43,20.5,1620.7
1,1,12,8,11,0,0,0,6.8,18609,246,56,24.6,1834.3,13,4,4,0,0,0,6.6,16347,204,36,20.4,1502.9
1,0,11,4,0,0,1,1,7.4,19361,250,66,25,1707.9,48,4,3,0,0,0,6.6,16977,200,62,20,1539.9
1,1,14,13,11,1,1,0,7.2,19564,239,56,23.9,1963.9,9,5,8,0,0,0,6.4,15955,147,52,14.7,1461.4
1,1,36,12,19,0,0,1,7.4,19784,216,52,21.6,2056,11,6,6,0,0,0,6.6,17399,206,60,20.6,1613.4
1,0,12,4,5,0,0,0,6.6,16013,210,41,21,1501.3,9,7,10,0,1,0,6.8,17472,197,52,19.7,1695
0,0,103,6,5,0,0,0,6.8,18039,201,62,20.1,1584.6,17,3,2,0,0,0,7,17043,208,39,20.8,1436.5
0,0,44,3,6,0,0,0,6.4,15571,192,36,19.2,1501.8,37,10,18,1,0,0,7,19199,220,55,22,1866.1
0,1,13,6,4,0,0,0,6.6,16738,194,49,19.4,1612.3,14,10,13,0,0,0,6.8,18683,223,52,22.3,1836.3
1,1,66,8,8,1,0,0,7.4,20100,208,63,20.8,1716.6,11,3,1,0,0,0,6.8,17841,218,48,21.8,1513.9
1,0,11,3,3,1,0,0,6.8,17257,237,48,23.7,1543.1,35,9,11,0,0,0,7.2,19790,221,44,22.1,1827.5
1,1,15,2,1,0,0,0,7,18414,233,60,23.3,1481.4,12,2,5,0,1,0,6.8,17194,213,48,21.3,1431.4
0,0,14,9,9,0,0,0,7.4,19237,243,46,24.3,1755.4,10,12,7,0,0,0,7.4,19530,179,50,17.9,1786.9
0,1,13,4,4,0,0,0,6.4,16178,191,44,19.1,1445,12,10,11,0,0,0,7.2,19371,236,53,23.6,1907.5
0,0,12,6,8,0,0,0,6.4,16021,199,45,19.9,1519.3,12,8,11,1,0,0,6.6,17251,205,45,20.5,1735.5
1,0,14,10,6,0,0,0,7.4,20293,257,72,25.7,1914,11,5,3,0,0,0,6.4,15812,171,60,17.1,1497
1,1,13,6,8,1,0,0,6.8,17884,236,40,23.6,1638.8,17,6,9,0,0,0,7.4,19238,235,69,23.5,1686.1
1,1,12,11,9,1,1,0,7.6,19666,202,68,20.2,1853.2,11,5,6,0,0,0,6.6,17074,164,57,16.4,1528.4
0,0,12,2,3,0,0,0,6.4,15949,219,51,21.9,1433.2,17,14,19,1,0,0,7.4,20104,226,49,22.6,1995.6
0,0,12,2,5,1,0,0,6.8,17577,230,56,23,1469.7,13,6,6,0,0,0,7,18164,254,40,25.4,1646.6
0,0,17,6,9,1,0,0,6.8,17396,236,37,23.6,1573.1,14,8,8,0,0,0,7.2,18534,235,65,23.5,1796.9
0,0,14,1,0,0,0,0,6.6,16578,215,55,21.5,1388.1,37,10,10,1,0,0,7.2,17984,184,40,18.4,1763.7
0,1,105,7,7,0,0,0,6.6,16404,177,52,17.7,1585.7,16,8,8,1,1,0,6.8,18307,203,48,20.3,1817.1
1,1,13,4,4,0,0,0,7,17990,242,57,24.2,1613.1,14,6,3,0,1,0,7.2,19272,223,65,22.3,1633.8
1,1,18,11,12,1,0,0,7.2,19673,219,51,21.9,1934.9,9,8,10,0,0,0,6.8,17866,194,48,19.4,1690.4
1,1,12,6,11,0,0,0,7,17558,239,49,23.9,1673.1,13,4,4,0,0,0,6.4,15468,203,38,20.3,1465.8
1,0,16,8,10,0,0,0,7.6,20591,250,56,25,1836.3,12,4,4,1,1,0,7,18277,221,60,22.1,1635.1
0,0,10,5,4,0,0,0,6.6,17149,196,44,19.6,1513.2,15,7,8,1,0,0,6.8,18065,230,56,23,1687.2
1,0,14,8,7,1,0,0,7.2,19257,219,60,21.9,1739.3,14,5,7,0,0,0,6.6,16816,212,43,21.2,1543.4
0,1,13,3,4,0,0,0,6.8,18309,237,51,23.7,1561.5,15,1,1,0,0,0,6.8,18122,187,56,18.7,1414.4
0,0,23,4,6,0,0,0,6.6,16660,213,32,21.3,1535.8,16,12,10,1,0,0,6.8,18671,216,56,21.6,1921.7
0,0,37,1,1,0,0,0,6.6,16231,235,45,23.5,1393.6,11,5,5,1,0,0,7,18028,264,51,26.4,1650.2
1,0,13,10,7,0,0,0,7.2,18719,202,40,20.2,1704.7,16,10,5,1,0,0,7.4,19825,256,47,25.6,1856.5
1,1,16,6,5,1,0,0,7.2,18813,233,44,23.3,1635,12,3,3,0,0,0,6.8,18111,217,56,21.7,1496.3
1,0,16,6,5,1,0,0,7,18703,207,60,20.7,1644.4,11,6,3,0,0,0,6.8,17977,226,44,22.6,1607.4
1,1,16,17,20,1,0,1,7.2,19827,202,48,20.2,2170.3,14,4,2,0,1,0,6.4,15834,177,56,17.7,1409.8
0,0,10,9,8,0,0,0,6.6,17292,194,41,19.4,1652.6,14,9,10,0,0,0,7,18303,228,36,22.8,1713.5
0,1,14,2,2,0,0,0,6.8,17544,208,69,20.8,1469.8,32,3,2,1,0,0,7.2,18698,227,59,22.7,1519.9
1,0,11,4,5,0,0,0,6.8,17425,210,59,21,1532.9,55,5,9,1,0,0,6.8,17245,218,48,21.8,1581.5
0,1,91,3,0,1,0,0,6.8,17610,206,56,20.6,1474.6,13,6,6,0,0,0,7,17980,210,52,21,1585.4
0,0,16,4,5,0,0,0,7.2,17839,247,55,24.7,1583.1,33,4,6,0,0,0,7,17823,243,40,24.3,1598.3
1,0,11,8,8,0,0,0,7.2,18686,228,42,22.8,1857.5,12,8,7,0,0,0,7.2,18412,219,43,21.9,1707.4
1,1,12,6,9,0,0,0,7.4,19509,242,44,24.2,1680.3,12,2,2,1,0,0,7,18013,239,48,23.9,1497.4
0,1,16,5,4,1,0,0,7.2,18258,236,64,23.6,1666.6,32,7,7,0,0,0,7.2,18999,230,60,23,1745.6
1,1,12,10,10,1,0,0,7.4,19395,213,76,21.3,1861.6,8,9,9,0,0,0,7,18313,189,45,18.9,1673.1
1,1,13,2,2,0,0,0,6.4,16939,218,40,21.8,1493.9,14,5,4,0,1,0,7.4,19021,250,52,25,1628.7
1,0,15,8,8,0,0,0,6.8,17628,227,42,22.7,1682.8,16,6,10,1,0,0,7,18516,240,68,24,1687.5
0,0,27,4,5,0,0,0,6.8,17243,213,56,21.3,1539.8,11,7,5,1,1,0,6.8,17860,222,59,22.2,1648.9
1,0,20,2,1,1,0,0,6.4,16178,217,44,21.7,1408.7,16,6,7,0,0,0,7.2,17996,183,50,18.3,1589.5
